5,3,1,3,4,2,3,4,5,1,5,4,2,3,2,2,4,2,4,4,1,4,4,3,3,1,5,3,2,1,5,1,1,1,1,4,1,3,3,1,2,5,3,1,5,1,4,5,37
5,5,2,1,4,5,5,3,5,1,1,5,2,1,5,4,4,5,2,5,4,4,2,2,2,1,2,1,1,3,5,1,5,1,1,1,1,1,1,4,2,1,2,5,3,4,1,2,77
4,1,5,4,2,1,4,4,2,4,2,4,3,2,4,3,3,1,1,2,3,4,4,5,4,3,3,4,3,2,5,4,3,3,1,2,5,4,3,3,2,5,1,2,3,5,2,1,83
4,1,2,1,1,4,4,2,2,4,1,2,5,2,5,5,3,3,4,1,1,2,3,3,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,3,1,1,2,1,3,86
3,3,5,3,3,2,2,1,2,3,1,1,1,1,5,5,4,3,2,2,3,4,5,5,2,3,3,1,5,2,2,1,3,5,2,4,2,5,3,2,4,4,3,5,3,2,3,2,63
3,2,5,2,1,5,1,2,3,4,2,2,3,1,5,4,3,2,2,2,5,3,3,3,2,1,1,2,1,1,1,1,2,4,1,2,2,1,3,1,2,1,1,2,4,1,1,3,88
4,5,2,2,4,4,3,4,3,2,4,2,4,3,5,5,5,2,3,4,4,5,3,1,4,3,4,1,5,4,1,1,5,1,3,3,4,4,2,2,3,5,1,4,2,4,4,5,57
3,5,3,5,2,5,2,1,2,5,1,3,1,4,4,3,1,5,3,1,1,4,3,5,1,3,1,2,1,1,1,1,1,1,1,2,1,3,1,3,1,5,2,1,1,2,2,2,74
3,3,3,1,5,2,2,3,4,3,4,4,5,5,4,5,1,5,5,2,2,5,4,3,2,2,2,5,5,1,3,5,3,3,1,1,1,5,1,5,5,5,5,5,1,3,4,3,65
2,2,5,3,4,2,1,1,4,2,5,4,5,4,3,4,5,2,5,5,5,5,5,5,2,2,2,1,2,1,1,1,1,1,4,3,4,1,2,2,5,1,5,3,4,2,3,2,71
4,2,2,5,4,4,5,1,1,1,5,1,1,2,1,1,4,2,5,1,3,2,2,3,3,1,1,4,3,5,1,4,2,3,3,5,1,1,2,2,2,1,1,4,3,4,1,5,51
3,3,1,2,3,5,3,3,5,2,3,2,4,1,3,1,5,4,2,5,3,4,2,5,2,1,1,1,2,4,2,2,3,1,1,2,1,1,3,1,2,2,1,2,2,3,2,2,80
2,2,2,3,2,4,2,5,2,2,3,2,2,1,1,1,4,2,2,3,4,5,2,2,4,2,1,1,1,2,5,1,1,5,3,4,2,3,1,3,3,5,1,4,1,5,1,2,65
1,2,2,3,1,3,4,4,2,1,5,2,3,2,2,4,5,2,1,2,1,3,1,4,1,1,2,1,1,1,1,1,1,1,4,1,2,2,2,1,4,2,1,1,1,3,1,1,100
5,5,1,5,2,1,1,4,5,2,3,4,3,4,2,5,3,3,4,3,5,1,4,4,5,3,2,3,1,4,5,3,1,3,4,1,1,3,1,5,4,1,3,1,5,1,2,2,60
3,1,2,2,4,3,3,2,5,2,5,1,2,4,5,5,1,3,1,3,4,3,4,1,1,1,1,2,3,3,3,1,1,2,5,1,2,3,2,4,1,3,1,3,3,1,1,1,109
4,3,3,2,1,2,2,4,5,4,1,4,1,5,3,3,1,3,4,5,2,2,4,2,1,2,5,2,1,3,5,2,4,5,5,3,5,3,3,2,2,1,5,2,4,1,2,2,57
5,1,4,3,2,1,4,4,3,1,1,5,4,3,2,1,5,3,1,2,1,3,4,4,4,1,4,2,1,1,4,4,2,1,1,3,1,3,1,1,5,1,1,1,1,3,1,1,113
4,2,3,1,5,1,1,2,3,4,1,5,2,4,4,1,5,4,2,2,2,4,3,1,5,2,5,2,2,1,5,3,4,5,1,2,2,1,5,4,5,1,5,4,2,5,2,2,65
4,4,4,2,4,4,5,3,4,4,3,2,4,4,3,3,3,2,4,1,1,1,5,2,4,1,2,2,3,2,1,2,3,1,1,2,2,3,2,2,1,1,1,1,1,1,5,1,77
1,2,1,3,4,5,4,1,4,1,4,4,5,4,1,1,2,2,2,2,1,3,1,4,3,5,1,3,2,5,1,4,2,2,4,1,3,5,5,4,1,3,2,2,1,4,3,3,65
2,3,1,2,1,3,2,5,2,5,2,4,5,5,5,1,5,2,5,3,3,3,5,5,2,3,1,2,1,2,1,1,2,3,2,1,3,5,3,1,5,1,2,1,3,1,2,3,86
4,5,2,4,2,3,4,1,1,4,4,1,4,4,5,3,3,1,3,3,2,1,1,4,2,5,5,2,2,5,4,3,4,3,4,3,1,2,5,4,1,2,4,2,2,4,3,2,65
1,2,1,5,3,2,4,1,3,5,2,5,3,1,1,3,1,2,4,4,5,3,2,4,1,2,1,3,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,5,1,1,2,80
2,5,1,4,4,5,3,3,4,1,2,2,1,5,1,3,4,4,4,2,1,3,2,1,3,5,1,4,1,3,1,2,1,3,3,2,1,3,3,2,5,2,3,3,1,1,1,1,86
3,2,3,3,1,3,3,2,5,5,2,3,3,4,1,1,3,1,4,3,3,5,2,5,2,2,2,2,1,1,2,2,1,4,1,3,3,4,1,1,2,1,4,3,2,1,2,2,106
5,1,5,3,4,3,3,4,4,4,1,3,3,5,4,3,5,5,4,2,5,5,2,2,4,1,2,5,3,1,5,1,1,5,5,3,3,4,3,1,4,5,3,3,1,5,2,4,65
1,4,4,5,3,5,1,4,1,4,5,3,2,2,1,3,5,5,5,4,1,5,3,5,1,4,3,3,3,2,1,3,1,4,3,2,2,1,1,1,3,5,3,1,1,5,1,4,100
3,5,1,1,4,5,1,3,3,2,4,5,4,5,1,5,1,5,3,3,5,2,5,1,4,2,2,5,4,3,2,1,2,2,1,2,2,3,4,2,3,1,5,1,1,3,3,1,28
2,2,3,2,2,2,4,4,2,1,5,4,2,2,3,1,3,3,2,2,4,3,2,5,2,2,1,1,2,2,4,4,2,1,1,4,2,2,1,1,2,3,2,1,2,1,2,3,119
2,5,1,3,1,4,1,5,3,4,1,1,3,3,3,1,3,2,4,5,5,5,5,3,3,3,5,4,5,4,5,3,1,4,4,1,4,4,3,4,5,2,1,2,5,4,4,3,57
2,4,5,4,3,3,1,5,3,5,5,3,4,3,1,4,4,3,3,5,5,1,4,2,1,2,3,1,3,2,1,2,3,3,1,2,4,1,1,4,1,2,1,4,3,1,2,2,74
5,5,2,5,4,2,1,3,2,3,2,5,2,3,3,3,2,4,3,4,2,1,2,4,4,1,1,4,3,4,1,3,1,3,1,3,2,4,5,4,2,4,3,3,2,5,3,1,88
3,4,3,2,3,5,1,2,4,1,2,2,1,5,2,4,3,3,5,1,2,3,4,1,3,4,3,2,2,5,1,2,3,1,1,1,1,2,2,4,3,2,3,1,1,2,2,1,128
1,1,5,1,3,5,5,4,4,5,5,3,4,4,5,5,3,5,3,5,2,4,2,1,1,1,5,2,4,3,1,4,2,5,1,3,2,2,2,1,3,3,2,2,2,5,5,3,60
1,4,2,4,2,5,3,4,4,3,5,3,1,2,2,3,2,5,4,2,4,4,1,1,1,4,1,2,1,2,3,3,4,2,5,3,1,2,1,1,2,1,2,1,2,1,1,1,97
2,5,3,1,3,3,5,2,3,3,1,2,3,5,4,3,5,2,4,3,5,1,1,3,1,1,4,5,3,5,3,5,2,2,2,3,4,5,4,1,2,3,4,2,3,1,5,5,60
2,5,1,4,4,2,2,3,2,3,5,2,2,5,1,5,1,2,3,2,5,1,4,5,2,3,1,2,1,2,2,1,1,2,2,1,1,5,1,3,1,1,1,2,5,1,2,5,100
4,1,2,3,1,3,4,3,2,4,1,4,1,3,3,4,5,1,1,5,5,4,3,2,5,2,1,4,3,4,4,4,5,3,3,4,1,3,4,5,4,4,5,5,2,4,1,4,77
1,1,2,5,4,2,1,1,5,3,3,2,1,3,2,1,4,5,1,2,2,1,1,4,1,1,2,1,4,1,1,1,2,1,2,1,1,1,1,1,4,3,1,2,2,1,1,1,109
3,2,4,1,1,4,3,2,5,3,4,5,2,2,2,1,5,5,5,5,4,3,1,4,1,1,3,3,2,2,2,3,4,5,5,5,4,3,2,3,4,4,4,1,1,2,4,5,65
5,3,2,2,1,2,4,1,5,3,1,3,4,1,4,3,2,4,5,2,4,1,4,5,5,1,2,2,1,2,4,1,2,1,1,2,1,1,3,1,2,3,5,2,4,1,2,3,113
1,5,3,2,2,4,3,2,3,5,2,1,3,2,5,5,1,5,1,2,3,1,1,4,5,3,2,3,3,5,3,3,1,1,3,2,3,4,3,2,2,2,4,2,2,5,1,3,54
1,3,4,4,3,3,1,2,4,4,3,2,5,3,2,4,5,1,2,1,3,3,4,1,1,2,2,1,2,1,1,2,1,3,2,2,2,2,2,2,4,1,1,1,3,3,4,1,103
5,1,2,3,5,2,2,2,4,1,4,3,4,1,1,4,1,3,4,4,4,5,3,4,4,1,1,1,4,4,4,5,4,1,4,5,3,3,5,3,1,4,1,4,5,1,2,2,68
5,3,2,3,3,1,4,1,3,4,4,5,5,3,4,3,5,2,1,1,2,3,1,4,5,2,2,3,3,1,3,1,2,4,2,2,3,3,2,1,5,2,1,1,1,2,1,4,122
1,4,5,1,5,1,2,2,1,2,3,2,5,2,1,1,2,5,2,4,2,2,2,1,1,4,5,5,3,2,4,3,2,1,2,5,4,2,5,5,3,1,5,4,5,2,3,5,48
5,4,4,1,1,5,3,5,3,5,4,3,1,5,3,1,4,1,4,4,3,1,4,2,1,4,1,1,1,1,3,3,2,1,2,2,1,5,2,1,2,1,2,3,1,1,3,2,80
2,3,3,4,3,3,5,3,4,5,5,1,2,1,2,4,5,3,1,5,2,3,3,2,5,1,3,1,4,5,5,2,5,5,5,3,1,1,2,3,4,1,3,2,3,5,1,5,71
5,3,2,5,2,3,1,1,3,5,2,5,2,4,2,3,2,1,5,2,5,3,3,2,3,3,1,3,2,3,1,1,1,5,2,3,2,3,2,1,1,1,4,1,5,1,1,1,109
1,5,2,2,2,1,3,4,5,5,3,3,5,2,1,4,5,3,4,1,4,2,3,3,4,1,2,3,4,5,5,2,4,4,4,1,2,5,1,1,2,4,4,1,4,5,3,1,48
5,4,1,3,2,5,4,3,1,4,5,2,3,3,2,3,1,5,4,4,4,4,2,4,3,4,1,1,1,1,3,1,1,3,3,1,2,2,1,2,1,5,3,1,4,2,1,1,80
1,4,4,3,2,4,4,3,5,2,3,4,2,2,1,5,5,4,2,2,4,4,1,4,1,4,4,2,4,1,4,2,3,2,5,3,2,2,5,4,3,2,1,3,4,4,3,1,86
4,3,5,2,3,5,1,5,1,2,1,2,1,5,2,4,3,3,1,3,5,1,5,5,1,1,5,2,2,2,1,4,1,2,1,1,1,3,1,1,3,1,1,1,1,1,3,5,88
3,2,5,5,4,5,2,3,5,1,2,3,4,4,1,3,3,4,4,1,1,3,5,1,1,3,4,1,1,4,4,4,5,2,1,1,4,5,2,5,3,4,1,3,1,5,1,5,57
5,1,4,2,1,3,5,5,1,4,1,1,4,2,1,1,2,4,5,5,4,1,2,5,3,1,1,2,1,3,4,3,1,4,1,1,4,1,1,1,1,1,5,2,1,1,1,2,100
3,1,5,1,4,2,5,5,2,3,1,3,4,1,5,4,2,1,4,3,4,4,3,4,2,2,3,5,5,5,4,2,2,5,1,3,1,5,1,3,3,4,5,4,5,2,5,2,42
5,4,2,5,2,3,4,5,5,3,4,3,3,3,3,3,1,1,5,3,2,5,5,5,3,3,2,5,2,2,1,5,5,1,4,3,2,1,3,3,1,1,2,1,2,4,1,5,103
3,2,3,1,1,5,1,1,2,2,3,4,3,3,2,1,1,3,5,4,5,3,3,2,2,2,3,2,4,2,3,5,4,5,4,3,2,5,5,3,2,3,5,4,4,3,3,2,77
3,3,1,5,4,5,4,2,4,3,4,1,2,4,3,1,4,1,5,5,2,1,1,1,2,1,1,3,1,2,4,2,4,1,4,1,1,1,2,1,3,1,2,3,1,1,1,1,94
1,2,5,1,2,5,5,4,5,4,3,4,4,1,3,2,4,2,4,3,5,3,1,2,1,1,5,5,4,1,4,2,4,3,4,5,1,3,4,2,2,3,3,1,2,3,1,3,68
3,4,1,3,1,3,3,3,3,5,3,1,2,4,2,4,5,2,4,4,2,3,4,3,3,4,1,2,1,1,1,2,2,5,1,1,1,4,2,4,3,1,4,2,1,2,4,2,116
3,1,1,5,3,5,1,1,4,3,2,4,3,4,5,2,2,1,3,1,3,4,3,3,5,5,3,3,5,3,3,3,3,1,4,5,5,3,5,3,2,4,1,4,3,3,4,2,54
5,4,1,3,2,5,5,4,5,5,5,3,2,3,3,2,1,4,2,4,3,2,4,1,3,3,1,1,1,4,1,3,2,3,3,3,2,1,3,2,1,4,1,4,3,1,1,1,91
2,2,4,5,2,4,2,2,5,4,1,3,1,2,2,1,1,5,3,2,2,5,1,5,2,5,3,4,5,1,3,5,5,4,1,4,1,5,5,4,5,5,4,1,4,5,1,5,71
3,1,5,4,4,5,3,1,2,1,5,3,5,5,2,1,1,1,1,5,4,2,5,1,1,1,2,4,4,3,2,1,2,1,2,2,5,1,1,1,1,1,1,5,3,2,1,1,103
5,3,2,4,1,2,1,4,5,5,3,1,3,5,2,3,3,5,5,1,5,5,3,2,2,4,1,2,4,3,4,4,3,4,1,2,5,3,5,5,1,4,4,3,2,1,1,1,37
4,5,2,3,1,3,3,5,3,2,3,2,2,5,2,3,4,4,1,3,2,3,4,1,2,2,1,3,1,3,3,2,2,2,2,1,2,1,1,3,1,1,1,1,2,1,2,1,83
4,4,1,3,1,4,1,3,2,3,1,3,4,3,5,1,5,2,1,2,4,5,2,3,3,5,5,2,5,2,5,5,2,4,2,4,4,2,2,5,5,4,2,3,1,4,5,2,45
2,1,4,1,4,3,2,5,3,2,5,4,5,4,4,5,3,2,1,2,5,1,1,3,2,1,4,1,2,2,2,1,2,1,4,1,3,2,1,5,2,1,1,2,3,1,1,1,91
4,2,5,4,2,2,5,1,1,4,1,2,4,2,4,1,4,3,4,3,4,5,3,5,3,3,3,1,2,5,1,4,5,3,2,2,2,5,4,2,1,2,3,3,4,2,5,1,42
2,1,5,1,5,1,5,5,4,3,2,3,4,3,1,2,2,5,4,1,2,2,5,4,1,1,4,1,5,1,1,4,4,2,1,3,2,2,1,1,2,1,4,1,1,2,1,2,97
4,2,5,3,1,3,3,2,5,5,3,3,5,3,3,5,4,4,2,3,2,3,2,1,4,5,3,3,3,1,5,4,3,4,4,1,5,3,4,1,2,3,4,1,3,1,2,2,65
5,5,2,2,2,2,3,4,5,5,3,4,1,1,2,5,4,4,5,2,4,4,2,2,1,1,1,2,1,1,3,2,1,5,1,4,1,1,1,4,2,3,1,1,2,3,1,1,68
5,4,1,3,4,1,5,1,4,5,3,3,3,1,3,5,2,4,3,1,1,5,5,1,1,4,4,3,4,5,4,4,1,1,4,2,2,2,2,3,2,2,5,1,5,5,1,4,40
2,4,3,2,2,4,4,3,2,5,1,3,1,3,2,4,5,5,1,4,1,2,4,3,2,1,2,2,2,3,2,2,1,5,1,1,1,1,1,2,3,1,1,4,1,1,3,1,91
3,2,4,3,1,2,3,4,3,2,2,1,2,3,1,2,1,5,1,4,3,5,2,4,4,3,5,2,5,2,5,2,1,2,3,4,3,3,2,1,2,2,4,4,2,1,5,1,54
5,3,5,3,5,3,2,3,1,4,4,2,1,3,3,2,3,5,3,3,1,2,1,5,2,3,1,1,4,2,1,2,1,4,2,1,1,3,3,2,1,2,3,2,1,1,1,5,100
5,4,3,5,3,4,2,2,2,3,4,5,1,2,3,5,4,3,2,5,5,5,1,2,3,4,4,5,5,3,5,3,1,1,4,4,2,1,2,1,3,4,2,5,4,4,4,1,83
5,4,5,1,2,1,4,4,5,5,1,3,1,5,5,5,5,5,2,3,3,4,4,5,5,1,4,1,1,1,2,3,5,2,1,2,1,1,5,3,3,4,2,1,2,1,1,1,68
4,1,1,3,2,1,3,3,1,2,1,4,2,1,3,4,3,3,1,2,4,1,4,4,1,1,1,5,4,3,2,2,2,4,4,2,4,5,4,2,5,3,4,4,5,3,2,1,42
5,3,3,5,1,5,3,2,3,2,1,5,4,3,4,1,5,1,4,4,5,3,3,3,3,2,2,3,1,3,2,2,2,1,1,4,4,2,2,1,1,1,4,2,2,3,3,2,94
2,2,1,2,4,4,4,3,3,5,5,4,5,3,3,4,4,5,2,5,4,1,1,1,1,3,3,1,2,1,5,3,4,1,1,3,3,1,1,2,2,2,4,2,3,1,1,1,51
3,2,2,4,2,3,5,4,2,2,1,2,2,5,3,4,1,2,1,3,2,5,2,2,3,2,2,3,1,2,5,1,2,2,1,1,2,4,1,4,1,2,1,1,1,3,2,2,125
2,5,4,3,4,1,4,2,3,2,5,3,4,3,5,4,4,5,1,2,5,2,4,1,2,4,5,3,1,4,3,1,5,5,3,1,3,3,5,5,5,3,1,3,3,2,5,4,77
5,4,4,5,4,2,1,3,3,1,2,3,1,5,1,1,3,2,3,3,5,1,1,1,3,1,1,1,3,2,1,1,2,1,2,1,1,2,1,1,2,2,1,3,2,1,1,1,88
5,1,5,4,4,4,3,5,5,1,2,5,1,3,5,4,4,5,3,3,5,4,4,1,1,5,4,4,1,4,4,4,1,5,4,3,5,1,2,3,5,3,5,2,2,5,4,3,28
4,4,4,3,4,5,2,1,3,4,1,5,3,4,5,1,1,5,2,4,4,3,1,1,4,2,3,1,3,3,2,1,2,1,1,2,3,4,5,1,1,5,2,4,3,1,1,1,116
1,5,4,3,3,3,4,1,3,5,1,3,2,1,3,5,4,4,4,1,1,3,4,5,2,1,4,5,3,5,4,5,3,1,4,1,2,5,5,4,1,1,5,5,4,1,4,1,28
1,3,3,3,1,3,2,5,1,2,2,4,3,1,3,2,4,1,2,5,5,2,1,3,1,1,2,3,1,2,1,1,1,1,1,4,3,1,2,1,3,1,2,5,2,1,1,3,116
3,5,3,3,3,5,2,3,2,3,2,3,2,2,4,5,2,1,2,1,2,4,2,1,1,5,2,3,4,3,1,2,1,3,5,1,3,2,5,1,3,3,4,1,1,4,1,1,88
3,2,4,4,2,1,1,2,4,4,3,5,4,5,2,1,4,2,5,2,1,2,3,5,2,2,2,3,1,1,1,1,1,2,1,5,1,3,2,1,3,2,4,2,1,1,3,5,106
3,5,3,1,4,2,3,5,3,4,1,2,4,4,4,3,2,3,4,4,4,4,5,2,3,5,5,2,4,4,2,1,4,1,2,5,1,4,5,5,3,5,1,1,3,1,5,5,51
2,4,4,3,4,3,1,2,4,4,3,1,1,1,1,2,2,3,2,2,3,4,3,4,2,2,2,1,4,1,1,2,4,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,94
5,2,1,1,2,5,5,5,4,4,5,4,3,2,4,2,1,5,2,3,3,1,1,4,2,5,1,2,4,1,3,5,2,2,2,1,2,2,3,4,2,5,4,4,3,2,5,4,57
1,3,5,5,2,5,2,4,1,5,3,5,2,2,5,4,1,1,4,2,2,3,2,4,1,2,1,4,1,2,2,2,1,1,3,5,1,2,5,4,1,1,3,1,2,3,1,4,109
5,2,3,1,5,5,5,4,2,4,5,1,4,1,4,3,5,3,4,1,5,2,4,4,4,4,4,3,3,3,2,1,2,4,1,3,1,5,2,1,5,2,5,4,4,4,3,3,42
1,2,4,4,2,1,5,3,3,4,5,1,2,2,4,5,5,4,1,5,4,3,2,1,1,2,3,2,1,1,1,1,1,4,5,1,2,2,3,3,2,1,1,4,3,1,2,1,94
2,4,1,4,3,5,5,2,5,5,4,5,4,5,2,2,1,4,4,2,1,5,1,5,5,4,1,5,4,4,5,4,3,2,2,1,5,5,1,5,2,5,4,3,4,4,1,2,68
1,2,5,4,2,5,1,2,3,5,3,5,3,1,2,5,4,4,3,4,3,5,3,2,1,2,2,2,2,4,1,1,2,4,2,4,2,1,2,2,3,4,3,3,2,3,1,2,103
4,5,1,2,3,4,3,2,2,1,1,1,2,2,3,4,2,2,1,1,3,1,3,5,5,5,3,3,2,4,3,2,2,2,2,1,1,4,4,1,2,3,5,1,4,5,1,5,91
3,5,1,5,5,3,4,3,4,2,2,3,3,5,3,3,4,3,5,1,4,3,1,4,1,1,1,5,3,1,4,2,2,1,2,2,2,3,1,2,1,3,1,1,2,1,1,3,71
2,1,2,2,4,5,5,4,3,4,4,1,4,3,5,3,5,4,5,1,1,4,2,1,1,5,5,5,1,3,2,2,1,4,2,1,1,5,2,4,4,1,2,2,5,1,1,2,28
4,3,1,3,3,5,3,1,5,5,5,5,3,3,4,1,4,5,2,2,4,2,1,1,1,1,1,3,1,3,2,1,3,1,1,5,1,3,2,1,1,3,1,1,2,2,1,1,71
4,5,4,2,2,3,2,1,5,4,2,2,4,4,5,3,3,3,3,2,5,5,3,2,1,2,4,4,3,4,1,4,3,3,4,5,4,4,3,5,5,1,4,4,2,1,3,1,48
2,5,5,5,5,5,5,1,1,3,4,1,2,4,5,5,3,3,2,4,4,3,2,2,1,3,3,5,5,5,4,1,1,1,3,1,2,2,5,1,2,1,1,4,1,3,1,2,100
3,5,3,5,5,5,2,3,4,3,2,1,4,2,5,4,2,1,1,4,3,2,5,4,1,2,1,3,4,4,3,5,2,4,3,1,1,1,3,2,2,2,5,5,5,3,3,5,57
3,4,5,1,5,1,3,4,2,2,2,2,1,3,2,1,5,3,1,4,3,1,5,1,1,3,2,1,3,1,3,3,2,1,1,2,1,3,2,1,5,3,1,2,3,1,2,1,122
5,4,4,2,5,3,3,4,4,1,5,1,4,2,3,4,1,5,2,2,4,3,5,1,5,4,5,2,4,1,3,5,4,1,4,2,5,2,2,2,4,5,4,4,1,2,1,5,80
4,1,4,2,4,5,4,1,5,3,3,3,4,5,4,1,2,5,2,2,2,1,2,1,1,1,4,1,2,5,3,1,4,3,1,2,2,1,1,1,2,5,2,2,2,1,1,1,106
1,4,2,1,1,2,2,2,3,3,5,5,2,5,1,1,4,1,1,2,3,5,3,2,2,2,2,2,1,4,3,3,2,4,3,2,5,1,1,2,2,2,5,3,3,2,3,5,60
1,3,2,1,1,4,1,5,4,4,4,3,1,2,3,2,5,1,3,3,4,1,2,1,1,1,2,1,1,4,1,2,1,4,2,2,1,2,1,1,1,1,2,2,3,1,1,1,103
3,2,5,2,2,5,5,4,5,1,4,2,2,3,1,5,1,3,2,5,4,1,3,2,4,4,1,1,5,2,2,2,1,3,4,1,2,4,2,1,4,1,5,3,3,5,3,5,28
5,5,3,3,4,2,5,1,1,1,5,5,1,1,3,2,3,1,2,1,4,3,2,2,4,1,2,2,1,1,2,1,1,1,4,1,1,1,2,1,3,1,1,1,3,2,2,1,94
2,4,4,1,2,4,4,2,1,3,5,4,4,5,5,2,1,1,5,2,3,4,1,2,1,2,3,5,4,3,4,5,1,2,4,5,2,4,5,3,2,1,2,4,5,4,4,2,74
2,2,5,5,3,2,2,1,5,2,4,2,4,5,5,1,2,1,1,1,2,3,1,2,2,1,5,5,1,2,1,1,2,2,4,1,4,1,2,1,2,1,1,1,1,2,1,1,116
4,2,2,2,5,4,4,4,2,2,1,2,1,2,4,4,2,3,4,2,1,1,2,3,3,4,2,2,5,4,4,2,1,1,1,4,4,3,4,2,3,1,2,4,1,4,3,1,86
4,1,4,4,3,3,4,5,1,4,3,1,3,4,3,5,4,2,1,3,3,4,2,1,2,1,2,1,1,3,3,2,1,2,2,1,2,1,1,4,3,2,1,1,1,2,2,1,80
5,3,1,5,4,1,4,1,3,5,3,2,1,5,3,2,2,2,5,5,5,3,4,5,1,3,5,3,5,4,1,1,1,4,3,1,1,3,3,3,5,3,1,1,2,2,4,3,45
4,5,4,3,2,3,4,3,3,5,2,4,3,1,5,4,3,1,4,3,1,4,5,1,3,3,2,1,1,2,4,2,2,5,2,2,2,1,1,3,2,1,1,1,1,3,3,1,86
5,3,5,2,1,1,2,3,2,5,1,3,5,2,5,3,2,4,1,4,5,1,5,3,1,3,5,3,5,4,2,4,4,1,4,4,1,5,3,4,3,5,1,2,1,1,3,3,42
5,5,1,3,3,3,3,2,4,1,4,5,5,3,2,5,2,5,4,3,4,2,1,4,5,2,1,3,3,3,3,1,3,1,1,3,2,2,2,4,2,4,2,3,2,2,1,4,109
2,1,3,4,2,4,2,3,1,1,3,4,5,3,5,2,1,2,4,2,5,4,5,2,4,2,3,5,3,5,3,1,4,2,1,2,4,3,3,2,3,1,5,1,2,1,2,4,63
4,2,1,4,2,5,3,2,1,3,3,4,5,5,4,1,1,1,5,5,1,4,5,4,3,1,1,1,2,1,2,1,1,1,1,4,5,5,2,1,1,1,2,5,1,3,1,3,91
3,3,3,1,1,1,3,2,1,4,2,2,3,5,4,2,2,5,4,1,1,3,3,5,1,3,2,1,1,3,2,5,3,3,1,2,5,1,3,1,2,1,2,4,4,5,4,4,60
4,3,1,5,2,3,4,2,1,5,4,2,2,5,3,5,2,1,1,5,5,5,5,1,1,3,1,5,2,3,4,1,1,5,2,1,2,1,2,1,2,1,1,2,4,1,1,1,86
4,5,3,1,2,5,1,3,3,3,1,2,2,4,5,1,4,3,5,2,5,4,2,5,4,3,5,4,5,1,3,5,2,2,3,5,2,1,1,5,2,1,1,5,5,3,5,4,28
